"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"IC02_01"	"ZB01_CP"	"ZB01x01"	"ZB01x02"	"ZB01x03"	"ZB01x04"	"ZB01x05"	"ZB01x06"	"ZB01x07"	"ZB01x08"	"ZB01x09"	"ZB01x10"	"BE01_01"	"BE02_01"	"BE03_01"	"BE04_01"	"BE05_01"	"BE06_01"	"BE07_01"	"BE08_01"	"BE09_01"	"BE10_01"	"BE11_01"	"BE12_01"	"BE13_01"	"BE14_01"	"BE15_01"	"BE16_01"	"BE17_01"	"BE18_01"	"BE19_01"	"BE20_01"	"BE21_01"	"BE22_01"	"BE23_01"	"BE24_01"	"BE25_01"	"BE26_01"	"BE27_01"	"BE28_01"	"BE29_01"	"BE30_01"	"BE31_01"	"BE32_01"	"BE33_01"	"BE34_01"	"BE35_01"	"BE36_01"	"BE37_01"	"BE38_01"	"BE39_01"	"BE40_01"	"BE41_01"	"BE42_01"	"BE43_01"	"BE44_01"	"BE45_01"	"BE46_01"	"BE47_01"	"BE48_01"	"BE49_01"	"BE50_01"	"BE51_01"	"BE52_01"	"BE53_01"	"BE54_01"	"BE55_01"	"BE56_01"	"BE57_01"	"BE58_01"	"BE59_01"	"BE60_01"	"BE61_01"	"BE62_01"	"BE63_01"	"BE64_01"	"BE65_01"	"BE66_01"	"BE67_01"	"BE68_01"	"BE69_01"	"BE70_01"	"BE71_01"	"BE72_01"	"BE73_01"	"BE74_01"	"BE75_01"	"BE76_01"	"ER01_01"	"ER02_01"	"ER03_01"	"ER04_01"	"ER05_01"	"ER06_01"	"ER07_01"	"ER08_01"	"ER09_01"	"ER10_01"	"ER11_01"	"ER12_01"	"ER13_01"	"ER14_01"	"ER15_01"	"ER16_01"	"ER17_01"	"ER18_01"	"ER19_01"	"ER20_01"	"ER21_01"	"ER22_01"	"ER23_01"	"ER24_01"	"ER25_01"	"ER26_01"	"ER27_01"	"ER28_01"	"ER29_01"	"ER30_01"	"ER31_01"	"ER32_01"	"ER33_01"	"ER34_01"	"ER35_01"	"ER36_01"	"ER37_01"	"ER38_01"	"ER39_01"	"ER40_01"	"ER41_01"	"ER42_01"	"ER43_01"	"ER44_01"	"ER45_01"	"ER46_01"	"ER47_01"	"ER48_01"	"ER49_01"	"ER50_01"	"ER51_01"	"ER52_01"	"ER53_01"	"ER54_01"	"ER55_01"	"ER56_01"	"ER57_01"	"ER58_01"	"ER59_01"	"ER60_01"	"ER61_01"	"ER62_01"	"ER63_01"	"ER64_01"	"ER65_01"	"ER66_01"	"ER67_01"	"ER68_01"	"ER69_01"	"ER70_01"	"ER71_01"	"ER72_01"	"ER73_01"	"ER74_01"	"ER75_01"	"ER76_01"	"GB01_01"	"GB02_01"	"GB03_01"	"GB04_01"	"GB05_01"	"GB06_01"	"GB07_01"	"GB08_01"	"GB09_01"	"GB10_01"	"GB11_01"	"GB12_01"	"GB13_01"	"GB14_01"	"GB15_01"	"GB16_01"	"GB17_01"	"GB18_01"	"GB19_01"	"GB20_01"	"GB21_01"	"GB22_01"	"GB23_01"	"GB24_01"	"GB25_01"	"GB26_01"	"GB27_01"	"GB28_01"	"GB29_01"	"GB30_01"	"GB31_01"	"GB32_01"	"GB33_01"	"GB34_01"	"GB35_01"	"GB36_01"	"GB37_01"	"GB38_01"	"GB39_01"	"GB40_01"	"GB41_01"	"GB42_01"	"GB43_01"	"GB44_01"	"GB45_01"	"GB46_01"	"GB47_01"	"GB48_01"	"GB49_01"	"GB50_01"	"GB51_01"	"GB52_01"	"GB53_01"	"GB54_01"	"GB55_01"	"GB56_01"	"GB57_01"	"GB58_01"	"GB59_01"	"GB60_01"	"GB61_01"	"GB62_01"	"GB63_01"	"GB64_01"	"GB65_01"	"GB66_01"	"GB67_01"	"GB68_01"	"GB69_01"	"GB70_01"	"GB71_01"	"GB72_01"	"GB73_01"	"GB74_01"	"GB75_01"	"GB76_01"	"GO01_01"	"GO02_01"	"GO03_01"	"GO04_01"	"GO05_01"	"GO06_01"	"GO07_01"	"GO08_01"	"GO09_01"	"GO10_01"	"GO11_01"	"GO12_01"	"GO13_01"	"GO14_01"	"GO15_01"	"GO16_01"	"GO17_01"	"GO18_01"	"GO19_01"	"GO20_01"	"GO21_01"	"GO22_01"	"GO23_01"	"GO24_01"	"GO25_01"	"GO26_01"	"GO27_01"	"GO28_01"	"GO29_01"	"GO30_01"	"GO31_01"	"GO32_01"	"GO33_01"	"GO34_01"	"GO35_01"	"GO36_01"	"GO37_01"	"GO38_01"	"GO39_01"	"GO40_01"	"GO41_01"	"GO42_01"	"GO43_01"	"GO44_01"	"GO45_01"	"GO46_01"	"GO47_01"	"GO48_01"	"GO49_01"	"GO50_01"	"GO51_01"	"GO52_01"	"GO53_01"	"GO54_01"	"GO55_01"	"GO56_01"	"GO57_01"	"GO58_01"	"GO59_01"	"GO60_01"	"GO61_01"	"GO62_01"	"GO63_01"	"GO64_01"	"GO65_01"	"GO66_01"	"GO67_01"	"GO68_01"	"GO69_01"	"GO70_01"	"GO71_01"	"GO72_01"	"GO73_01"	"GO74_01"	"GO75_01"	"GO76_01"	"PI01_01"	"PI02_01"	"PI03_01"	"PI04_01"	"PI05_01"	"PI06_01"	"PI07_01"	"PI08_01"	"PI09_01"	"PI10_01"	"PI11_01"	"PI12_01"	"PI13_01"	"PI14_01"	"PI15_01"	"PI16_01"	"PI17_01"	"PI18_01"	"PI19_01"	"PI20_01"	"PI21_01"	"PI22_01"	"PI23_01"	"PI24_01"	"PI25_01"	"PI26_01"	"PI27_01"	"PI28_01"	"PI29_01"	"PI30_01"	"PI31_01"	"PI32_01"	"PI33_01"	"PI34_01"	"PI35_01"	"PI36_01"	"PI37_01"	"PI38_01"	"PI39_01"	"PI40_01"	"PI41_01"	"PI42_01"	"PI43_01"	"PI44_01"	"PI45_01"	"PI46_01"	"PI47_01"	"PI48_01"	"PI49_01"	"PI50_01"	"PI51_01"	"PI52_01"	"PI53_01"	"PI54_01"	"PI55_01"	"PI56_01"	"PI57_01"	"PI58_01"	"PI59_01"	"PI60_01"	"PI61_01"	"PI62_01"	"PI63_01"	"PI64_01"	"PI65_01"	"PI66_01"	"PI67_01"	"PI68_01"	"PI69_01"	"PI70_01"	"PI71_01"	"PI72_01"	"PI73_01"	"PI74_01"	"PI75_01"	"PI76_01"	"DI01_01"	"DI02_01"	"DI03_01"	"DI04_01"	"DI05_01"	"DI06_01"	"DI07_01"	"DI08_01"	"DI09_01"	"DI10_01"	"DI11_01"	"DI12_01"	"DI13_01"	"DI14_01"	"DI15_01"	"DI16_01"	"DI17_01"	"DI18_01"	"DI19_01"	"DI20_01"	"DI21_01"	"DI22_01"	"DI23_01"	"DI24_01"	"DI25_01"	"DI26_01"	"DI27_01"	"DI28_01"	"DI29_01"	"DI30_01"	"DI31_01"	"DI32_01"	"DI33_01"	"DI34_01"	"DI35_01"	"DI36_01"	"DI37_01"	"DI38_01"	"DI39_01"	"DI40_01"	"DI41_01"	"DI42_01"	"DI43_01"	"DI44_01"	"DI45_01"	"DI46_01"	"DI47_01"	"DI48_01"	"DI49_01"	"DI50_01"	"DI51_01"	"DI52_01"	"DI53_01"	"DI54_01"	"DI55_01"	"DI56_01"	"DI57_01"	"DI58_01"	"DI59_01"	"DI60_01"	"DI61_01"	"DI62_01"	"DI63_01"	"DI64_01"	"DI65_01"	"DI66_01"	"DI67_01"	"DI68_01"	"DI69_01"	"DI70_01"	"DI71_01"	"DI72_01"	"DI73_01"	"DI74_01"	"DI75_01"	"DI76_01"	"BA01_01"	"BA02_01"	"BA03_01"	"BA04_01"	"BA05_01"	"BA06_01"	"BA07_01"	"BA08_01"	"BA09_01"	"BA10_01"	"BA11_01"	"BA12_01"	"BA13_01"	"BA14_01"	"BA15_01"	"BA16_01"	"BA17_01"	"BA18_01"	"BA19_01"	"BA20_01"	"BA21_01"	"BA22_01"	"BA23_01"	"BA24_01"	"BA25_01"	"BA26_01"	"BA27_01"	"BA28_01"	"BA29_01"	"BA30_01"	"BA31_01"	"BA32_01"	"BA33_01"	"BA34_01"	"BA35_01"	"BA36_01"	"BA37_01"	"BA38_01"	"BA39_01"	"BA40_01"	"BA41_01"	"BA42_01"	"BA43_01"	"BA44_01"	"BA45_01"	"BA46_01"	"BA47_01"	"BA48_01"	"BA49_01"	"BA50_01"	"BA51_01"	"BA52_01"	"BA53_01"	"BA54_01"	"BA55_01"	"BA56_01"	"BA57_01"	"BA58_01"	"BA59_01"	"BA60_01"	"BA61_01"	"BA62_01"	"BA63_01"	"BA64_01"	"BA65_01"	"BA66_01"	"BA67_01"	"BA68_01"	"BA69_01"	"BA70_01"	"BA71_01"	"BA72_01"	"BA73_01"	"BA74_01"	"BA75_01"	"BA76_01"	"SC01_01"	"SC02_01"	"SC03_01"	"DF01_01"	"DF02"	"DF04"	"DF04_04"	"DF05"	"DF05_02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
214			"base"	"interview"	2018-04-19 17:47:39	4	2	22	20	17	59	60	65	50	56	26	48																	"Eine Kiste fällt und eine Person steht darunter."			"Eine Person stolpert rückwärts über einen Stein und fällt auf die Straße. Ein Bus kommt angefahren."		"Eine Person flieht vor einem Hirsch."				"Ein Fahrrad steht im Hintergrund. Davor sitzt eine Person auf dem Boden und fasst sich an sein Knie. Unter dem Bein ist Flüssigkeit zu sehen. Dies könnte Blut sein."																						"Eine Person hält eine Waffe in der Hand. Eine andere Person liegt daneben auf dem Boden."		"Eine Person steht auf einem Bein auf einem Schränkchen und kippt nach hinten. "						"Eine Person kippt mit einem Stuhl."			"Eine Person fällt über einen Stein auf einer Treppe."	"Eine Person liegt neben einem Auto."					"Eine Person liegt auf dem Boden, unter ihrem Kopf ist Flüssigkeit erkennbar. Es könnte sich um Blut handeln."																												7			5		6				5																						5		4						2			7	2					3																												1			1		1				1																						3		1						1			1	1					1																												4			7		4				5																						7		4						3			4	3					4																												6			2		6				4																						2		6						5			4	7					4																												7			7		5				6																						7		4						3			6	3					5																												1			1		2				1																						1		1						1			1	1					1												"Bei manchen Bildern wurde das Geschehnis mit mehreren Gegenständen unterstützt (Beispielsweise Waffe, Fahrrad, Flüssigkeit (Blut). Bei diesen Bildern ist es mir leichter gefallen, das Geschehen einschätzen zu können."	"Nein, nur an allgemeinen und fächerbezogenen Umfragen der Universität."	"Herauszufinden, welche Situationen die Psyche des Menschens inwiefern beeinflussen. Es soll herausgefunden werden, welche Merkmale eine Situation für Menschen gefährlich wirken lassen und wo sie eher Gefahr sehen (und wodurch). Interessant ist auch, in welchen Situationen sich Menschen selbst angesprochen fühlen einzugreifen und wodurch dies ausgelöst wird."	20	1	2		1		3	7	2	675	384	14		783		2018-04-19 18:05:45	T	F	6	6	0	0	1.54	61
215			"base"	"interview"	2018-04-19 17:51:31	4	2	12	5	67	44	74	54	24	9	29	3			"Person sitzt vor einem Auto"		"Die Person schiebt ein Auto sn"				"Hilfe erbeten"			"Die Person wird mit einer Pistole bedroht"												"Vom Fahrrad gestürzt"					"Vom Fahrrad gestürzt"															"Person wird bedroht"										"Flucht vor Spinne"													"Person liegt auf dem Rücken mit Feuerzeug"							"Person wehrt ab"					1		7				2			7												3					3															6										7													3							3					1		1				1			7												1					1															2										1													1							1					4		1				3			7												3					2															7										3													5							5					6		6				5			1												3					5															6										5													6							5					6		5				5			1												2					6															6										2													1							2					1		1				1			1												5					2															1										2													1							2			"Teilweise unverständlich"	"Nein"	"Beobachtungsgabe"	72	1	4	"Rentner"	1		8	12	40	1142	78	25		1264		2018-04-19 18:13:16	T	F	6	6	0	0	0.7	1
218			"base"	"interview"	2018-04-19 18:57:15	4	2	14	72	27	1	28	4	36	63	45	8	"Person ist niedergeschossen worden, die andere Person verharrt"			"Autounfall, Person liegt unter dem Auto, Feuer"				"verunfallte Person winkt ein Auto zur Hilfe"						"Fechtkampf, Gewinner, Unterlegener"													"Fahrradsturz"	"Fahrradunfall, Blut auf der Straße "								"Person trägt zwei Pakete -Vielleicht der Postbote"									"Baseballkampf - gleiche Konstellation wie 1.Bild"																		"Person liegt und blutet. Das Fahrrad ist gestohlen worden"									"müde Person kommt angehetzt, sie kommt auf den letzten Drucker"					7			4				7						7													7	7								7									7																		7									7					7			4				1						7													1	1								1									1																		1									1					7			7				4						7													4	7								1									7																		7									1					5			1				1						1													1	1								1									1																		1									7					4			7				6						5													7	7								1									4																		7									1					1			1				1						1													1	1								1									1																		1									1					"Man „stolpert“ über die verneinte Aussage und jedes Mal wieder neu nachdenken"	"Javv"	"Verbindung von visueller Wahrnehmung in Verbindung mit bekannten Situationen.
Welche Assoziation lösen diese aus."	54	1	3		1		7	15	12	688	164	35		898		2018-04-19 19:12:37	T	F	6	6	0	0	0.77	2
231			"base"	"interview"	2018-04-20 01:10:45	4	3	61	15	28	34	71	9	68	6	49	40						"Ein Mann steht neben einem Auto, aus welchem Benzin ausläuft (theoretisch könnte es auch eine andere Flüssigkeit sein - nicht erkennbar) und hebt seinen Arm, so als würde ich nach Hilfe rufen oder jemanden zu sich winken."			"Eine Person sitzt, hat ein Bein gestreckt und eines angewinkelt und hebt eine Hand. Hinter ihr steht ein Auto."						"Dargestellt ist eine Person, die eine andere mit einem Messer angreifen möchte. Die andere Person versucht, sich zu schützen."													"Ein Mensch liegt blutend neben einem Fahrrad."						"Einer Person ist scheinbar das Portemonnaie herunter und das Geld heraus gefallen und sie möchte es wieder aufheben."						"EIne Person liegt am Boden und blutet, die andere Person steht mit erhobenen Armen zu der am Boden liegenden Person gerichtet."									"Eine Person fällt von einer /auf eine Kommode, "												"Darstellung eines vor einem Auto liegenden Menschen, der vermutlich blutet."							"Eine Person sitzt auf dem Boden mit nach unten geneigtem Kopf und gebeugter Körperhaltung und blutet scheinbar stark.am Bein."			"Eine Person sitzt, hat ein Bein gestreckt und das andere angewinkelt und hebt eine Hand. Man könnte es so interpretieren, dass die Person sich Aufmerksamkeit von anderen wünscht, da ihr evtl. Hilfe braucht."											5			3						6													5						6						5									4												6							6			2											7			1						1													1						1						1									1												1							1			1											7			3						6													6						2						6									5												6							5			2											1			5						6													1						7						1									5												1							1			7											7			4						6													7						1						7									6												7							7			4											1			1						2													1						1						1									1												1							1			1							"Nein."	"Zusammenhang zwischen Einschätzung einer Risikosituation und Bereitschaft zur Hilfestellung"	28	1	2		1		26	8	2	958	123	15		1132		2018-04-20 01:29:39	T	F	6	6	1	1	1.09	43
236			"base"	"interview"	2018-04-20 07:31:13	4	3	56	25	22	10	19	72	42	73	66	48										"Hände hoch, oder ich schiesse!"									"Eine Stolperfalle ist im Weg. Das ist sehr gefährlich"			"Flucht vor dem angreifenden Tier"			"Sturz vom Fahrrad. Mal schauen, was mir dabei passiert ist"																	"Ein Mensch braucht Hilfe. Er liegt am Boden"						"Der am Boden liegende Mensch duckt sich, um der Gefahr auszuweichen"								"Zappelphilipp- Gleich fällt er runter"										"Oh je, mir ist die Kaffeekanne aus der Hand gefallen"						"Oh je, ich komme zu spät zur Arbeit, ich muss schnell rennen!"	"Der Gärtner pflanzt die Blume ein"													7									7			7			7																	7						4								7										7						5	7													4									4			4			1																	1						3								1										1						1	1													7									7			7			7																	7						1								7										4						1	1													3									3			3			7																	1						2								7										4						1	1													4									7			4			4																	7						4								1										3						1	1													7									1			7			1																	1						2								1										1						1	1				"Ja, die Antworten konnten immer nur auf die gleiche Art und Weise  gemacht werden,
d.h. eine andere Antwort kam nicht in Frage."	"Nein"	"Die genaue Beobachtung und ob Personen in Notfällen eingreifen würden und
Hilfe leisten"	75	1	4	"Rentner"	1		16	10	13	637	82	33		770		2018-04-20 07:44:24	T	F	6	6	0	0	0.78	0
245			"base"	"interview"	2018-04-20 14:02:22	4	3	31	74	17	67	21	43	27	53	37	30																	"Das ein Gegenstand herumterfällt"				"Eine Person bleibt mit dem Fuß hängen"						"Jemand vor einem Fahrrad"			"Etwas bedrohliches"	"Im Gefäß ist etwas gefährliches oder giftiges"						"Eine Person trägt drei Pakete"						"Eine Person bedrängt eine andere mit einem Stock"										"Jemand rennt vor einer Spinne weg"														"Ein Mensch der etwas in der Hand hält"							"Eine Person wird bedrängt"																			7				7						4			4	5						7						7										7														4							5																			7				6						1			7	5						1						2										1														1							1																			7				6						1			7	6						3						7										1														1							7																			4				1						1			4	4						1						3										1														1							6																			2				1						1			2	4						1						1										2														1							3																			3				2						3			1	3						2						1										2														1							3			"Es sind Strichmännchen die eine Situation oder Gefahr darstellen sollen."	"Nein"	"Symbole die Menschen auf etwas hinweisen sollen"	53	1	3		1		7	10	9	976	264	29		1278		2018-04-20 14:23:57	T	F	6	6	0	0	0.81	5
262			"base"	"interview"	2018-04-20 20:55:04	4	3	47	63	57	14	54	60	2	65	20	26		"EIne Person hält eine Waffe in den Händen. Vor ihr liegt eine andere Person, Blut scheint aus ihrem Bein zu strömen."												"EIne Person droht einer anderen mit einem Stock. Diese hält schützend die Hände vors Gesicht. "						"Eine Person scheint gestolpert zu sein und im Begriff zu sein, vor einen Bus zu fallen."						"Eine Person sitzt am Boden und hält ihr Bein fest, aus dem Blut zu strömen scheint. Sie winkt in Richtung eines Fahrrades, aber ich weiß nicht, wie das in Zusammenhang steht."																					"Eine Person hat einer anderen ins Bein geschossen. Sie ist zu Boden gegangen und blutet."							"Eine Person rennt vor einer Spinne weg."			"Eine Person steht auf einem Stuhl. Dieser kippt nach hinten und die Person ist im Begriff, ihr Gleichgewicht zu verlieren."			"Eine Person liegt auf dem Boden. Hinter ihr ist ein Auto gezeichnet, das so aussieht, als würde es wegfahren."			"EIne Person liegt am Boden. SIe blutet am Kopf und am Bein."		"EIne Person liegt auf dem Boden. Unter ihrem Kopf ist eine Blutlache zu sehen."													7												7						2						2																					7							6			7			3			6		6													7												6						3						2																					5							6			2			3			2		3													7												7						6						6																					7							6			7			7			7		7													1												2						6						7																					1							7			2			3			1		2													6												6						5						3																					6							5			7			6			7		7													6												6						6						6																					5							6			6			6			5		6												"Nein"	"Nein"	"Vermutlich schreibst du deine Bachelorarbeit über Hilfeverhalten und testest, ob sich die Stimuli für dein Experiment eignen. Viel Erfolg bei deiner Bachelorarbeit! "	23	1	2		1		15	6	5	461	73	14		574		2018-04-20 21:04:38	T	F	6	6	0	0	1.29	19
277			"base"	"interview"	2018-04-22 07:30:29	4	3	16	64	36	35	43	3	48	51	74	67			"Eine Person ist durch ein Auto verletzt worden und sitzt mit einem blutendem Beim am Boden."													"Die vordere Person greift die hintere Person in der Nähe des Halses an. Die hintere Person reißt die Arme nach oben."																			"Ein Kerzenständer fällt auf eine Person."	"Beim Tragen zweier Kisten scheint die obere zu verrutschen und gleich runterzufallen."							"Eine Person hat die andere Person mit einem Messer verletzt. Diese Person blutet und ist zu Boden gestürzt."					"Eine Person wird von einer anderen Person erschossen und fällt zu Boden."			"Eine Person erschrickt sich vor einer Spinne. "													"Die Person ist wegen einer rutschigen Stelle oder Gegenstandes ausgerutscht bzw. gestolpert und hingefallen."			"Eine Person liegt am Boden und hat sich an der Hand verletzt - es könnte aber auch ein expodierender Gegenstand sein"							"Eine Person wird von einer anderen Person bedroht."					6													6																			7	6							7					7			7													6			2							5					1													3																			2	1							5					7			1													2			4							3					7													7																			7	3							7					7			5													7			7							6					1													2																			2	5							1					1			6													3			2							5					7													2																			4	1							5					1			2													4			3							2					2													5																			2	3							5					1			2													3			3							6			"Bei den Bildern kamen Interaktionen zwischen Menschen, Gegenstände und Tiere vor. 
Die gleichen Fragestellungen wiederholten sich bei allen Bildern in der gleichen Abfolge. Es gab keine speziellen Fragen bei einzelnen Bildern. 
Die Fragestellung bezog sich zuerst auf die Beobachtung und führte dann zum Schluss zum Beobachter."	"Nicht mit dieser Problematik."	"Zum Einem wie wir Gefahren- oder Gefährdungssituationen erkennen und einschätzen.
Zum Anderen, ob man zum Einfreifen bereit ist. Jedoch wurde dies nur unter dem Stichpunkt ""Blamieren"" gefasst nicht ob man selbst Angst hat durch Eingreifen selbst in Gefahr zu kommen. "	54	2	3		1		10	10	17	1782	361	20		732		2018-04-22 08:07:10	T	F	6	6	0	0	0.61	0
279			"base"	"interview"	2018-04-22 19:45:46	4	4	27	71	57	61	21	18	19	55	28	72																		"Person mit zwei Kisten von denen eine runter fällt "	"Person fällt über Kiste "		"Person, die am Bein blutet "						"Fahrradunfall"	"Fahrradunfall"																											"Person fällt mit Stuhl um "		"Umfallender Stuhl mit Person "				"Angefahrene Person "										"Verletzte Person"	"Person guckt auf Uhr , ist evtl spät dran "																						5	6		4						6	7																											7		7				5										6	5																						1	1		1						5	1																											1		1				2										2	1																						4	5		6						6	7																											7		7				6										7	2																						5	3		2						2	1																											2		1				2										2	6																						2	4		6						6	7																											6		6				7										6	1																						1	1		1						1	1																											1		1				1										2	1					"Immer gleiche Fragen , die sich auf die dargestellte Person und mich , sowie unser Handeln beziehen ."	"Nein "	"Hilfsbereitschaft und Gefahrenerkennung "	21	1	2		1		113	5	9	298	53	12		386		2018-04-22 19:53:57	T	F	6	6	0	0	1.29	22
281			"base"	"interview"	2018-04-23 07:49:20	4	4	49	7	64	30	9	40	44	31	36	45							"Kind ausgesetzt"		"Winken"																					"Tanz um das Feuer"	"Suizid mit Gift"					"Zu schwer getragen"				"Toter wird entdeckt"				"Toter angestubst"	"Erschlagen"				"Mensch fällt runter"															"Mensch verletzt"																			3		1																					3	4					3				3				3	3				3															4																			2		1																					1	1					1				4				1	3				3															1																			6		1																					2	7					2				7				7	3				7															6																			3		1																					1	3					6				1				3	3				2															2																			6		1																					1	7					2				4				5	3				5															5																			1		1																					1	1					1				1				1	3				1															1																24	1	2		1		1283	7	8	264	13	18		319		2018-04-23 08:15:53	T	F	6	6	4	4	1.45	61
284			"base"	"interview"	2018-04-23 11:44:45	4	4	47	53	22	1	26	75	29	41	59	65	"Mensch erschießt andere Menschen"																					"Mensch rennt vor Hirsch weg"				"Fahrradunfall"			"Fahrradunfall"												"Ein Mensch liegt auf dem Boden und ein anderer steht drüber"						"Jemand hat jemanden erschossen"						"Mensch rennt vor Spinne weg"						"Mensch fällt Treppe runter"						"Mensch liegt auf Boden und blutet"										"Autopanne"		3																					6				6			4												2						5						6						6						4										3		6																					6				1			1												2						4						2						1						1										1		7																					7				5			6												4						7						3						6						6										2		1																					2				2			3												5						1						3						1						3										5		2																					2				4			3												3						2						2						2						3										4		2																					3				3			3												3						3						2						2						3										3		"nein"	"ja"	"Bilder bewerten"	23	1	2		1		4	8	10	454	15	11		502		2018-04-23 11:53:07	T	F	6	6	0	0	1.66	54
285			"base"	"interview"	2018-04-23 12:12:24	4	4	76	38	4	56	24	54	8	52	42	11				"Einen aus dem Auto fallenden Menschen. Auto und Mensch stürzen in wellenreiches Wasser. "				"Einen auf dem Boden sitzenden, womöglich verletzten Menschen, der seinen Arm hebt, um Hilfe zu bekommen. Im Hintergrund steht (s)ein Auto."			"Zwei Menschen, wobei der eine (mit einem Messer) bewaffnete Mensch sich gegen den sich ergebenden, die Hände in die Luft haltenden Menschen richtet. "													"Einen auf dem Boden sitzenden und womöglich verletzten Menschen. Im Hintergrund steht (s)ein Fahrrad."														"Einer der zwei Menschen tritt und tanzt auf einem Laptop rum, der andere der beiden hält sich erschrocken die Hand vor's Gesicht und eilt womöglich hin. "				"Einen auf dem Boden liegenden Menschen, womöglich verletzt. Unter ihm eine (Blut-)Pfütze. "										"Einen Menschen, der eine Art stehende Abwehrhaltung gegen die Spinne einnimmt. Er hält sich die Hände und Arme schützend vor Gesicht und Oberkörper. "		"Einen davonlaufenden Menschen und eine Spinne. Der Mensch fürchtet sich vor der Spinne. "		"Ein auf einem Stuhl sitzender Mensch kippt samt Stuhl um. "																				"Ein Mensch versucht ein Auto zu schieben. "				4				5			6													5														4				4										4		6		6																				5				3				2			5													1														1				3										2		1		1																				1				7				6			7													6														5				6										5		4		6																				3				3				2			3													2														4				3										4		5		4																				6				6				7			5													6														6				7										3		4		5																				3				2				2			3													1														3				2										1		1		1																				3	"Vereinfachte Darstellungen mit viel Raum für Fantasie. 
Teilweise ähnliche Bilder, wobei z.B. nur Fahrrad gegen Auto ausgetauscht waren. "	"Nein. "		23	1	2		1		279	16	20	891	62	15		1013		2018-04-23 12:33:47	T	F	6	6	1	1	0.66	3
287			"base"	"interview"	2018-04-23 12:20:04	4	4	16	46	5	2	23	69	10	6	73	62		"Eine Person liegt auf dem Boden und ist wehrlos. Eine Blutlache oder Pfütze ist zu sehen. Die stehende Person zielt auf etwas anderes das nicht zu sehen ist oder hat den Schuss auf die Person am Boden gerade beendet. "			"Ein defektes Fahrzeug wird angeschoben. Unter dem Auto ist Wasser oder Öl."	"Eine Person winkt auf etwas das nicht zu sehen ist oder möchte vielleicht den Kofferaum öffnen oder jemand anhalten und um Hilfe bitten."				"Eine stehende Person wird von einer anderen Person mit einer Waffe bedroht. Die stehende Person ist wehrlos da sie keine Waffe hat."						"Eine Person bedroht eine andere oder greift sie an / es könnten aber auch zwei Menschen sein die Tanzen"							"Eine Person stürzt vom Fahrrad und droht sich zu verletzen. Es könnte auch sein, dass das Fahrrad am Boden liegt und die betroffene Person liegt daneben."																							"Eine Person wurde niedergeschlagen, eine Blutlache oder Pfütze ist erkennbar. Die Person am Boden ist wehrlos."																"Eine Person liegt auf dem Boden. Sie könnte bewusstlos sein oder sich ausruhen. Die Körperhaltung deutet nicht eindeutig auf einen Unfall oder eine Verletzung hin. "							"Eine Person ist traurig oder entspannt. Es könnte auch eine Yoga-Entspannungsübung sein. Oder die Person liest ein Buch das am Boden liegt."				"jemand kniet vor einer Schale auf dem Boden. Es sind Murmeln oder Perlen oder Kirschen oder ähnliches in der Schale. Die Person ist alleine."					5			7	1				7						2							5																							7																3							1				6					5			2	2				6						5							3																							7																2							2				1					7			2	2				7						5							7																							7																5							2				1					2			2	6				1						6							1																							1																5							7				7					6			4	4				5						4							6																							6																5							2				1					2			4	4				1						4							2																							2																3							4				1				"Um die Bilder besser einschätzen zu können wäre eine Vorgeschichte oder zumindest ein Thema um das es geht hilfreich gewesen. 
Die Personen waren einfach und geschlechtslos dargestellt. 
In vielen Situationen ging es um Gewalt oder Gefahr. 
Mir stellte sich eher die Frage ob ich mich selber in Gefahr bringen würde wenn ich eingreife und weniger die Frage ob ich mich blamiere. Es besteht immer die Möglichkeit zu fragen ob jemand Hilfe braucht ohne sich zu blamieren. "	"Ich habe schon Fragebogen beantwortet, es ging aber nicht speziell um Gewalt sondern eher um berufliche oder andere Themen."	"Die Bilder in einer psychologischen Beratung zu verwenden um zu sehen ob der Patient auf die eine oder andere Weise reagiert und dadurch zu erkennen in welchem psychischen Zustand sich die Person befindet z.B. ängstlich oder selbstsicher. "	48	1	3		1		5	8	10	864	242	14		1143		2018-04-23 12:39:07	T	F	6	6	0	0	1	9
